"ref_area.label","source.label","indicator.label","time","obs_value","obs_status.label","note_indicator.label","note_source.label"
"Chile","HS - National Survey on Socio-Economic Conditions","SDG indicator 9.2.2 - Manufacturing employment as a proportion of total employment (%)","2009",10.29,,,"Repository: ILO-STATISTICS - Micro data processing"
"Chile","HS - National Survey on Socio-Economic Conditions","SDG indicator 9.2.2 - Manufacturing employment as a proportion of total employment (%)","2006",13.508,,,"Repository: ILO-STATISTICS - Micro data processing"
"Chile","LFS - National Employment Survey","SDG indicator 9.2.2 - Manufacturing employment as a proportion of total employment (%)","2003",14.047,,,"Data reference period: Fourth quarter"
"Chile","LFS - National Employment Survey","SDG indicator 9.2.2 - Manufacturing employment as a proportion of total employment (%)","2002",14.109,,,"Data reference period: Fourth quarter"
"Chile","LFS - National Employment Survey","SDG indicator 9.2.2 - Manufacturing employment as a proportion of total employment (%)","2001",14.268,,,"Data reference period: Fourth quarter"
"Chile","LFS - National Employment Survey","SDG indicator 9.2.2 - Manufacturing employment as a proportion of total employment (%)","2000",14.014,,,"Data reference period: Fourth quarter"
"China","LFS - National Labour Survey","SDG indicator 9.2.2 - Manufacturing employment as a proportion of total employment (%)","2023",29.065,,,"Employment definition: Excluding own-use production workers | Data reference period: End of the year | Geographical coverage: Total national, excluding some areas | Population coverage: Excluding armed forces and/or conscripts | Age coverage - minimum age: 16 years old"
"China","LFS - National Labour Survey","SDG indicator 9.2.2 - Manufacturing employment as a proportion of total employment (%)","2022",28.773,,,"Employment definition: Excluding own-use production workers | Data reference period: End of the year | Geographical coverage: Total national, excluding some areas | Population coverage: Excluding armed forces and/or conscripts | Age coverage - minimum age: 16 years old"
"China","LFS - National Labour Survey","SDG indicator 9.2.2 - Manufacturing employment as a proportion of total employment (%)","2021",29.084,,,"Employment definition: Excluding own-use production workers | Data reference period: End of the year | Geographical coverage: Total national, excluding some areas | Population coverage: Excluding armed forces and/or conscripts | Age coverage - minimum age: 16 years old"
"China","LFS - National Labour Survey","SDG indicator 9.2.2 - Manufacturing employment as a proportion of total employment (%)","2020",28.7,,,"Employment definition: Excluding own-use production workers | Data reference period: End of the year | Geographical coverage: Total national, excluding some areas | Population coverage: Excluding armed forces and/or conscripts | Age coverage - minimum age: 16 years old"
"China","LFS - National Labour Survey","SDG indicator 9.2.2 - Manufacturing employment as a proportion of total employment (%)","2019",28.144,,,"Employment definition: Excluding own-use production workers | Data reference period: End of the year | Geographical coverage: Total national, excluding some areas | Population coverage: Excluding armed forces and/or conscripts | Age coverage - minimum age: 16 years old"
"China","LFS - National Labour Survey","SDG indicator 9.2.2 - Manufacturing employment as a proportion of total employment (%)","2018",28.181,,,"Employment definition: Excluding own-use production workers | Data reference period: End of the year | Geographical coverage: Total national, excluding some areas | Population coverage: Excluding armed forces and/or conscripts | Age coverage - minimum age: 16 years old"
"China","LFS - National Labour Survey","SDG indicator 9.2.2 - Manufacturing employment as a proportion of total employment (%)","2017",28.612,,,"Employment definition: Excluding own-use production workers | Data reference period: End of the year | Geographical coverage: Total national, excluding some areas | Population coverage: Excluding armed forces and/or conscripts | Age coverage - minimum age: 16 years old"
"China","LFS - National Labour Survey","SDG indicator 9.2.2 - Manufacturing employment as a proportion of total employment (%)","2016",29.241,,,"Employment definition: Excluding own-use production workers | Data reference period: End of the year | Geographical coverage: Total national, excluding some areas | Population coverage: Excluding armed forces and/or conscripts | Age coverage - minimum age: 16 years old"
"China","PC - Population Census","SDG indicator 9.2.2 - Manufacturing employment as a proportion of total employment (%)","2000",12.716,,,"Repository: ILO-STATISTICS - Micro data processing"
"Côte d'Ivoire","HIES - Living Standards Measurement Survey","SDG indicator 9.2.2 - Manufacturing employment as a proportion of total employment (%)","2022",9.584,,,"Repository: ILO-STATISTICS - Micro data processing"
"Côte d'Ivoire","LFS - National Survey on the Employment Situation","SDG indicator 9.2.2 - Manufacturing employment as a proportion of total employment (%)","2019",6.906,,,"Repository: ILO-STATISTICS - Micro data processing"
"Côte d'Ivoire","LFS - Regional Integrated Survey on Employment and the Informal Sector","SDG indicator 9.2.2 - Manufacturing employment as a proportion of total employment (%)","2017",9.12,,,"Repository: ILO-STATISTICS - Micro data processing"
"Côte d'Ivoire","LFS - National Survey on the Employment Situation","SDG indicator 9.2.2 - Manufacturing employment as a proportion of total employment (%)","2016",5.003,,,"Repository: ILO-STATISTICS - Micro data processing"
"Côte d'Ivoire","LFS - National Survey on the Employment Situation","SDG indicator 9.2.2 - Manufacturing employment as a proportion of total employment (%)","2013",8.021,,,"Repository: ILO-STATISTICS - Micro data processing"
"Côte d'Ivoire","LFS - National Survey on the Employment Situation","SDG indicator 9.2.2 - Manufacturing employment as a proportion of total employment (%)","2012",5.368,"Break in series","Break in series: Methodology revised","Repository: ILO-STATISTICS - Micro data processing"
"Cameroon","HS - Household Survey","SDG indicator 9.2.2 - Manufacturing employment as a proportion of total employment (%)","2021",9.561,,,"Repository: ILO-STATISTICS - Micro data processing"
"Cameroon","HS - Household Survey","SDG indicator 9.2.2 - Manufacturing employment as a proportion of total employment (%)","2014",10.27,,,"Repository: ILO-STATISTICS - Micro data processing"
"Cameroon","HS - Household Survey","SDG indicator 9.2.2 - Manufacturing employment as a proportion of total employment (%)","2007",8.56,"Break in series","Break in series: Methodology revised","Repository: ILO-STATISTICS - Micro data processing"
"Cameroon","HS - Household Survey","SDG indicator 9.2.2 - Manufacturing employment as a proportion of total employment (%)","2001",6.773,,,"Data reference period: Average of 2 monthly points"
"Congo, Democratic Republic of the","LFS - Survey on Employment and household's living conditions","SDG indicator 9.2.2 - Manufacturing employment as a proportion of total employment (%)","2012",5.846,"Break in series","Break in series: Methodology revised","Repository: ILO-STATISTICS - Micro data processing"
"Congo, Democratic Republic of the","LFS - Survey on Employment and household's living conditions","SDG indicator 9.2.2 - Manufacturing employment as a proportion of total employment (%)","2005",3.643,"Break in series","Break in series: Methodology revised","Repository: ILO-STATISTICS - Micro data processing"
"Congo","LFS - Employment Survey","SDG indicator 9.2.2 - Manufacturing employment as a proportion of total employment (%)","2009",10.76,"Break in series","Break in series: Methodology revised","Repository: ILO-STATISTICS - Micro data processing | Geographical coverage: Urban areas only"
"Congo","HIES - Core Welfare Indicators Questionnaire","SDG indicator 9.2.2 - Manufacturing employment as a proportion of total employment (%)","2005",16.461,"Break in series","Break in series: Methodology revised","Repository: ILO-STATISTICS - Micro data processing"
"Cook Islands","LFS - Labour Force Survey","SDG indicator 9.2.2 - Manufacturing employment as a proportion of total employment (%)","2019",3.792,"Break in series","Break in series: Methodology revised","Repository: ILO-STATISTICS - Micro data processing"
"Cook Islands","HIES - Household Income and Expenditure Survey","SDG indicator 9.2.2 - Manufacturing employment as a proportion of total employment (%)","2016",2.241,"Break in series","Break in series: Methodology revised","Repository: ILO-STATISTICS - Micro data processing"
"Cook Islands","PC - Population Census","SDG indicator 9.2.2 - Manufacturing employment as a proportion of total employment (%)","2011",3.892,,,
"Colombia","LFS - Integrated Household Survey","SDG indicator 9.2.2 - Manufacturing employment as a proportion of total employment (%)","2024",10.71,,,"Repository: ILO-STATISTICS - Micro data processing"
"Colombia","LFS - Integrated Household Survey","SDG indicator 9.2.2 - Manufacturing employment as a proportion of total employment (%)","2023",10.537,,,"Repository: ILO-STATISTICS - Micro data processing"
"Colombia","LFS - Integrated Household Survey","SDG indicator 9.2.2 - Manufacturing employment as a proportion of total employment (%)","2022",10.637,"Break in series","Break in series: Methodology revised","Repository: ILO-STATISTICS - Micro data processing"
"Colombia","LFS - Integrated Household Survey","SDG indicator 9.2.2 - Manufacturing employment as a proportion of total employment (%)","2021",10.82,,,"Repository: ILO-STATISTICS - Micro data processing"
"Colombia","LFS - Integrated Household Survey","SDG indicator 9.2.2 - Manufacturing employment as a proportion of total employment (%)","2020",10.936,,,"Repository: ILO-STATISTICS - Micro data processing"
"Colombia","LFS - Integrated Household Survey","SDG indicator 9.2.2 - Manufacturing employment as a proportion of total employment (%)","2019",11.662,,,"Repository: ILO-STATISTICS - Micro data processing"
"Colombia","LFS - Integrated Household Survey","SDG indicator 9.2.2 - Manufacturing employment as a proportion of total employment (%)","2018",11.857,,,"Repository: ILO-STATISTICS - Micro data processing"
"Colombia","LFS - Integrated Household Survey","SDG indicator 9.2.2 - Manufacturing employment as a proportion of total employment (%)","2017",11.681,,,"Repository: ILO-STATISTICS - Micro data processing"
"Colombia","LFS - Integrated Household Survey","SDG indicator 9.2.2 - Manufacturing employment as a proportion of total employment (%)","2016",11.32,,,"Repository: ILO-STATISTICS - Micro data processing"
"Colombia","LFS - Integrated Household Survey","SDG indicator 9.2.2 - Manufacturing employment as a proportion of total employment (%)","2015",11.685,,,"Repository: ILO-STATISTICS - Micro data processing"
"Colombia","LFS - Integrated Household Survey","SDG indicator 9.2.2 - Manufacturing employment as a proportion of total employment (%)","2014",11.91,,,"Repository: ILO-STATISTICS - Micro data processing"
"Colombia","LFS - Integrated Household Survey","SDG indicator 9.2.2 - Manufacturing employment as a proportion of total employment (%)","2013",11.997,,,"Repository: ILO-STATISTICS - Micro data processing"
"Colombia","LFS - Integrated Household Survey","SDG indicator 9.2.2 - Manufacturing employment as a proportion of total employment (%)","2012",12.776,,,"Repository: ILO-STATISTICS - Micro data processing"
"Colombia","LFS - Integrated Household Survey","SDG indicator 9.2.2 - Manufacturing employment as a proportion of total employment (%)","2011",12.965,,,"Repository: ILO-STATISTICS - Micro data processing"
"Colombia","LFS - Integrated Household Survey","SDG indicator 9.2.2 - Manufacturing employment as a proportion of total employment (%)","2010",12.777,"Break in series","Break in series: Methodology revised","Repository: ILO-STATISTICS - Micro data processing"
"Colombia","LFS - Integrated Household Survey","SDG indicator 9.2.2 - Manufacturing employment as a proportion of total employment (%)","2009",13.156,,,"Repository: ILO-STATISTICS - Micro data processing"
"Colombia","LFS - Integrated Household Survey","SDG indicator 9.2.2 - Manufacturing employment as a proportion of total employment (%)","2008",13.292,,,"Repository: ILO-STATISTICS - Micro data processing"
"Colombia","LFS - Integrated Household Survey","SDG indicator 9.2.2 - Manufacturing employment as a proportion of total employment (%)","2007",14.956,"Break in series","Break in series: Methodology revised","Repository: ILO-STATISTICS - Micro data processing"
